Junk,11111111,Junk A,10,18,16,15,13,15,18,17,20,10,15,18,13,20,16,13,12,16,15,15,20,16,14,20,12,11,12,16,13,14,18,17,19,10,10,18,16,11,16,16,19,11,12,12,10,12,18,16,10,7860,,Cholesterol
Junk,11111111,Junk A,20,20,11,17,18,20,10,15,12,17,16,19,13,15,19,13,15,16,10,19,10,19,10,19,17,14,11,20,17,13,13,18,19,17,13,14,14,20,18,20,15,19,11,17,16,11,13,15,20,7860,,Cholesterol
Junk,11111111,Junk A,30,20,16,13,18,19,12,16,11,14,14,20,10,13,18,13,13,16,18,17,16,14,19,15,12,14,14,12,16,20,16,14,15,12,18,16,20,11,10,19,11,12,12,17,11,20,15,20,15,7860,,Cholesterol
Junk,11111111,Junk A,40,11,12,14,16,10,17,10,13,15,13,17,16,17,13,13,16,19,12,16,16,19,19,14,10,16,14,14,16,17,19,13,15,14,16,15,10,20,14,11,15,19,11,11,11,19,12,14,17,7860,,Cholesterol
Junk,11111111,Junk A,50,13,18,17,20,18,11,16,13,19,11,13,15,11,14,19,19,12,17,11,20,13,18,20,17,14,20,15,20,14,14,11,18,20,16,12,14,12,15,11,18,14,10,11,10,19,14,13,20,7860,,Restless Leg Syndrome
Junk,11111111,Junk A,60,19,17,19,14,12,13,19,20,11,19,16,15,12,19,20,17,17,12,17,16,11,13,12,10,12,11,10,17,20,11,13,12,18,20,16,12,19,12,16,11,17,14,17,11,16,10,20,15,7860,,Restless Leg Syndrome
Junk,11111111,Junk A,70,10,14,20,12,15,17,20,15,16,15,17,19,11,15,17,20,10,10,14,20,19,19,16,10,11,10,17,14,11,20,18,14,10,17,18,12,13,11,20,11,18,14,15,12,12,14,18,20,7860,,Restless Leg Syndrome
Junk,11111111,Junk A,80,14,13,10,18,10,19,16,14,11,19,14,14,20,17,12,17,19,17,12,18,18,13,20,13,12,19,12,16,16,20,11,16,16,18,18,12,19,20,19,14,17,10,19,12,17,15,15,20,7860,,Restless Leg Syndrome
Junk,11111111,Junk A,90,18,17,17,19,11,13,17,10,19,17,14,12,14,15,19,18,17,10,10,15,14,18,12,20,14,10,18,12,20,15,14,17,19,11,13,12,11,11,12,14,13,17,12,19,12,14,16,12,7860,,Restless Leg Syndrome
Junk,22222222,Junk A,10,10,18,16,15,19,19,16,16,12,16,13,13,15,10,12,11,20,14,10,13,10,10,18,13,12,16,20,20,16,13,19,20,18,19,11,14,15,15,20,11,14,10,18,13,12,14,13,10,7860,,Cholesterol
Junk,22222222,Junk A,20,20,15,20,17,13,13,13,13,18,12,18,18,16,19,18,11,16,12,18,14,18,15,17,16,14,19,20,14,12,14,10,11,18,12,17,19,19,15,13,19,17,14,18,13,10,17,10,17,7860,,Cholesterol
Junk,22222222,Junk A,30,11,19,18,13,13,11,17,14,16,19,15,16,12,12,20,18,10,18,19,11,14,14,11,16,18,11,19,19,10,18,10,14,18,17,14,15,12,20,16,18,13,13,13,17,13,13,11,19,7860,,Cholesterol
Junk,22222222,Junk A,40,16,19,11,13,18,11,13,14,15,12,16,16,17,12,17,18,13,14,14,13,15,16,10,20,10,19,10,20,15,10,10,19,10,15,15,15,10,17,13,16,18,14,13,15,17,14,12,17,7860,,Cholesterol
Junk,22222222,Junk A,50,20,17,17,10,11,15,10,11,19,10,18,11,12,10,17,19,10,10,13,12,18,13,16,14,20,15,17,13,20,16,10,15,20,10,15,14,20,13,13,19,20,12,13,12,11,13,13,16,7860,,Restless Leg Syndrome
Junk,22222222,Junk A,60,19,20,14,15,13,16,10,13,16,17,12,18,14,12,17,20,16,13,14,13,17,12,20,10,11,13,17,12,10,13,18,15,13,13,14,12,17,20,15,11,19,11,11,10,10,20,18,18,7860,,Restless Leg Syndrome
Junk,22222222,Junk A,70,15,18,13,15,12,10,11,19,14,20,13,16,15,13,13,19,13,16,17,20,18,12,16,19,13,11,10,10,13,13,20,14,15,14,11,12,10,11,19,20,19,11,10,20,12,11,10,11,7860,,Restless Leg Syndrome
Junk,22222222,Junk A,80,15,14,16,14,10,16,17,19,18,11,16,15,20,14,20,11,13,11,11,10,10,19,17,20,17,18,18,17,12,13,10,19,12,19,15,16,15,13,16,15,20,14,18,20,19,11,13,14,7860,,Restless Leg Syndrome
Junk,22222222,Junk A,90,12,12,10,14,17,19,13,13,14,10,15,14,13,13,17,13,11,20,16,15,14,11,19,10,11,16,12,11,20,14,20,12,15,15,15,14,20,10,20,10,17,19,19,12,16,14,14,11,7860,,Restless Leg Syndrome
